Name,Path,Size_MB,Date_Modified,File_Type,Folder
"Magazyn_134_06_018_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_018_0001.djvu",.32,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_197_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_197_0001.djvu",.12,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_312_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_312_0001.djvu",.57,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_124_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_124_0001.djvu",.45,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_254_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_254_0001.djvu",.39,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_062_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_062_0001.djvu",.35,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_188_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_188_0001.djvu",.34,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_141_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_141_0001.djvu",.47,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_231_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_231_0001.djvu",.39,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_007_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_007_0001.djvu",.32,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_282_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_282_0001.djvu",.34,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_319_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_319_0001.djvu",.15,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_069_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_069_0001.djvu",.43,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_296_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_296_0001.djvu",.49,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_013_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_013_0001.djvu",.17,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_225_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_225_0001.djvu",.42,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_155_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_155_0001.djvu",.45,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_363_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_363_0001.djvu",.25,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_338_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_338_0001.djvu",.37,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_048_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_048_0001.djvu",.36,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_081_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_081_0001.djvu",.48,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_204_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_204_0001.djvu",.32,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_032_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_032_0001.djvu",.46,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_342_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_342_0001.djvu",.46,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_174_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_174_0001.djvu",.40,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_160_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_160_0001.djvu",.39,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_026_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_026_0001.djvu",.42,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Magazyn_134_06_095_0001.djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin/Magazyn_134_06_095_0001.djvu",.40,"2025-12-13 14:33","djvu","01_Projects/DNA_Genealogy/DNA/92488_Geschichte_des_Hauses_Leszczyc_von_Radolin_Radolin"
"Hypotheses_to_Verify.xlsx","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/Hypotheses_to_Verify.xlsx",.01,"2026-01-17 23:59","xlsx","01_Projects/DNA_Genealogy/DNA/DNA_Investigations"
"VK150.final.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier3_british_isles/VK150.final.bam",3279.18,"2026-01-17 21:15","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier3_british_isles"
"VK201.final.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier3_british_isles/VK201.final.bam",3850.63,"2026-01-17 21:17","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier3_british_isles"
"VK202.final.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier3_british_isles/VK202.final.bam",3872.94,"2026-01-17 21:20","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier3_british_isles"
"VK147.final.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier3_british_isles/VK147.final.bam",2649.94,"2026-01-17 21:13","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier3_british_isles"
"VK146.final.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier3_british_isles/VK146.final.bam",3881.59,"2026-01-17 21:12","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier3_british_isles"
"VK151.final.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier4_comparative/VK151.final.bam",3542.67,"2026-01-17 21:36","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier4_comparative"
"VK29.final.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier4_comparative/VK29.final.bam",10441.43,"2026-01-17 21:31","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier4_comparative"
"VK15.final.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier4_comparative/VK15.final.bam",3778.79,"2026-01-17 21:41","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier4_comparative"
"VK18.final.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier4_comparative/VK18.final.bam",2494.97,"2026-01-17 21:43","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier4_comparative"
"VK64.final.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier4_comparative/VK64.final.bam",2656.23,"2026-01-17 21:34","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier4_comparative"
"VK261.final.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier4_comparative/VK261.final.bam",3390.47,"2026-01-17 21:39","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier4_comparative"
"VK254.final.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier4_comparative/VK254.final.bam",1646.07,"2026-01-17 21:37","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier4_comparative"
"VK56.final.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier4_comparative/VK56.final.bam",3623.65,"2026-01-17 21:33","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier4_comparative"
"VK27.final.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier4_comparative/VK27.final.bam",960.02,"2026-01-17 21:25","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier4_comparative"
"VK212.final.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier2_eastern_europe/VK212.final.bam",1103.73,"2026-01-17 20:56","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier2_eastern_europe"
"VK157.final.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier2_eastern_europe/VK157.final.bam",3361.84,"2026-01-17 20:23","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier2_eastern_europe"
"VK164.final.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier2_eastern_europe/VK164.final.bam",8.31,"2026-01-17 20:49","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier2_eastern_europe"
"VK163.final.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier2_eastern_europe/VK163.final.bam",70.33,"2026-01-17 20:49","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier2_eastern_europe"
"VK165.final.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier2_eastern_europe/VK165.final.bam",3452.34,"2026-01-17 20:51","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier2_eastern_europe"
"VK168.final.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier2_eastern_europe/VK168.final.bam",3787.04,"2026-01-17 20:54","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier2_eastern_europe"
"VK155.final.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier2_eastern_europe/VK155.final.bam",832.20,"2026-01-17 20:59","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier2_eastern_europe"
"VK160.final.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier2_eastern_europe/VK160.final.bam",6183.73,"2026-01-17 20:49","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier2_eastern_europe"
"VK153.final.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier2_eastern_europe/VK153.final.bam",213.90,"2026-01-17 20:58","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier2_eastern_europe"
"VK154.final.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier2_eastern_europe/VK154.final.bam",8984.18,"2026-01-17 20:20","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier2_eastern_europe"
"VK538.final.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier2_eastern_europe/VK538.final.bam",3924.71,"2026-01-17 20:56","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier2_eastern_europe"
"VK211.final.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier2_eastern_europe/VK211.final.bam",309.41,"2026-01-17 20:56","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier2_eastern_europe"
"VK161.final.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier2_eastern_europe/VK161.final.bam",83.32,"2026-01-17 20:49","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier2_eastern_europe"
"VK167.final.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier2_eastern_europe/VK167.final.bam",2809.51,"2026-01-17 20:52","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier2_eastern_europe"
"VK158.final.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier1_priority/VK158.final.bam",160.38,"2026-01-17 20:26","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier1_priority"
"VK166.final.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier1_priority/VK166.final.bam",13753.93,"2026-01-17 20:33","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier1_priority"
"VK159.final.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier1_priority/VK159.final.bam",1128.63,"2026-01-17 20:24","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier1_priority"
"VK166_chrY.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/chrY_extracted/VK166_chrY.bam",33.58,"2026-01-18 11:49","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/chrY_extracted"
"VK159_chrY.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/chrY_extracted/VK159_chrY.bam",2.87,"2026-01-18 11:49","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/chrY_extracted"
"VK158_chrY.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/chrY_extracted/VK158_chrY.bam",.04,"2026-01-18 11:49","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/chrY_extracted"
"VK166_chrY.bam.bai","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/chrY_extracted/VK166_chrY.bam.bai",.03,"2026-01-18 11:49","bai","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/chrY_extracted"
"VK158_chrY.bam.bai","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/chrY_extracted/VK158_chrY.bam.bai",.02,"2026-01-18 11:49","bai","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/chrY_extracted"
"CLAUDE.md","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/chrY_extracted/CLAUDE.md",0,"2026-01-18 11:50","md","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/chrY_extracted"
"VK159_chrY.bam.bai","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/chrY_extracted/VK159_chrY.bam.bai",.03,"2026-01-18 11:49","bai","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/chrY_extracted"
"SampleDescription-Date-DynastyBranch-SampleID-PotentialHistoricalFigure-ClosestAncientPopulations.csv","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/metadata/SampleDescription-Date-DynastyBranch-SampleID-PotentialHistoricalFigure-ClosestAncientPopulations.csv",0,"2026-01-17 21:03","csv","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/metadata"
"ena_sample_alias_details.tsv","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/metadata/ena_sample_alias_details.tsv",.03,"2026-01-17 21:07","tsv","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/metadata"
"Samplelabeldate-Proposedfigure-Branch-Basiscondensed-Confidence.csv","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/metadata/Samplelabeldate-Proposedfigure-Branch-Basiscondensed-Confidence.csv",0,"2026-01-17 21:03","csv","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/metadata"
"ena_uk_candidates.tsv","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/metadata/ena_uk_candidates.tsv",0,"2026-01-17 21:07","tsv","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/metadata"
"uk_samples_from_ena.tsv","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/metadata/uk_samples_from_ena.tsv",0,"2026-01-17 21:05","tsv","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/metadata"
"VK53.final.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier3_scandinavia/VK53.final.bam",3110.49,"2026-01-17 21:20","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier3_scandinavia"
"VK234.final.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier3_scandinavia/VK234.final.bam",2161.44,"2026-01-17 21:25","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier3_scandinavia"
"VK110.final.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier3_scandinavia/VK110.final.bam",5590.79,"2026-01-17 21:23","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier3_scandinavia"
"VK50.final.bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier3_scandinavia/VK50.final.bam",18883.95,"2026-01-17 21:05","bam","01_Projects/DNA_Genealogy/DNA/DNA_Investigations/tier3_scandinavia"
"VK157.final.bam","01_Projects/DNA_Genealogy/DNA_Research/VK 157/VK157.final.bam",3361.84,"2024-10-09 16:36","bam","01_Projects/DNA_Genealogy/DNA_Research/VK 157"
"ERR4059571_T2T_chrY.bam.bai","01_Projects/DNA_Genealogy/DNA_Research/VK 157/ERR4059571_T2T_chrY.bam.bai",.05,"2024-10-11 13:15","bai","01_Projects/DNA_Genealogy/DNA_Research/VK 157"
"VK157_Y_variants.vcf","01_Projects/DNA_Genealogy/DNA_Research/VK 157/VK157_Y_variants.vcf",.01,"2024-10-09 17:14","vcf","01_Projects/DNA_Genealogy/DNA_Research/VK 157"
"VK157_Y_snps.vcf","01_Projects/DNA_Genealogy/DNA_Research/VK 157/VK157_Y_snps.vcf",.01,"2024-10-09 19:26","vcf","01_Projects/DNA_Genealogy/DNA_Research/VK 157"
"VK157_Y_only_hg19.bam.bai","01_Projects/DNA_Genealogy/DNA_Research/VK 157/VK157_Y_only_hg19.bam.bai",.03,"2024-10-09 19:37","bai","01_Projects/DNA_Genealogy/DNA_Research/VK 157"
"ERR4059571_chrY.annotated.vcf.gz","01_Projects/DNA_Genealogy/DNA_Research/VK 157/ERR4059571_chrY.annotated.vcf.gz",2.38,"2024-10-11 15:27","gz","01_Projects/DNA_Genealogy/DNA_Research/VK 157"
"VK157_Y_variants.vcf.idx","01_Projects/DNA_Genealogy/DNA_Research/VK 157/VK157_Y_variants.vcf.idx",0,"2024-10-09 17:18","idx","01_Projects/DNA_Genealogy/DNA_Research/VK 157"
"VK157_pileup.txt","01_Projects/DNA_Genealogy/DNA_Research/VK 157/VK157_pileup.txt",90.53,"2024-10-14 23:59","txt","01_Projects/DNA_Genealogy/DNA_Research/VK 157"
"VK157_Y_variants_hg19.vcf","01_Projects/DNA_Genealogy/DNA_Research/VK 157/VK157_Y_variants_hg19.vcf",.16,"2024-10-09 19:43","vcf","01_Projects/DNA_Genealogy/DNA_Research/VK 157"
"VK157_Y_variants_hg19.vcf.idx","01_Projects/DNA_Genealogy/DNA_Research/VK 157/VK157_Y_variants_hg19.vcf.idx",.02,"2024-10-09 19:46","idx","01_Projects/DNA_Genealogy/DNA_Research/VK 157"
"VK157_Y_snps_filtered.vcf.idx","01_Projects/DNA_Genealogy/DNA_Research/VK 157/VK157_Y_snps_filtered.vcf.idx",0,"2024-10-09 19:27","idx","01_Projects/DNA_Genealogy/DNA_Research/VK 157"
"VK157_Y_snps.gsheet","01_Projects/DNA_Genealogy/DNA_Research/VK 157/VK157_Y_snps.gsheet",0,"2024-10-09 17:28","gsheet","01_Projects/DNA_Genealogy/DNA_Research/VK 157"
"VK157_Y_snps.vcf.idx","01_Projects/DNA_Genealogy/DNA_Research/VK 157/VK157_Y_snps.vcf.idx",0,"2024-10-09 19:26","idx","01_Projects/DNA_Genealogy/DNA_Research/VK 157"
"VK157_pileup (1).txt","01_Projects/DNA_Genealogy/DNA_Research/VK 157/VK157_pileup (1).txt",90.53,"2024-10-14 23:55","txt","01_Projects/DNA_Genealogy/DNA_Research/VK 157"
"VK157_Y_snps_filtered.vcf","01_Projects/DNA_Genealogy/DNA_Research/VK 157/VK157_Y_snps_filtered.vcf",.01,"2024-10-09 19:27","vcf","01_Projects/DNA_Genealogy/DNA_Research/VK 157"
"ERR4059571_T2T_chrY.bam","01_Projects/DNA_Genealogy/DNA_Research/VK 157/ERR4059571_T2T_chrY.bam",5.17,"2024-10-11 14:44","bam","01_Projects/DNA_Genealogy/DNA_Research/VK 157"
"VK157_chrY_only.bam.bai","01_Projects/DNA_Genealogy/DNA_Research/VK 157/VK157_chrY_only.bam.bai",0,"2024-10-09 16:43","bai","01_Projects/DNA_Genealogy/DNA_Research/VK 157"
"VK157_Y_only.bam.bai","01_Projects/DNA_Genealogy/DNA_Research/VK 157/VK157_Y_only.bam.bai",.03,"2024-10-09 16:47","bai","01_Projects/DNA_Genealogy/DNA_Research/VK 157"
"VK157_Y_only_chr.bam.bai","01_Projects/DNA_Genealogy/DNA_Research/VK 157/VK157_Y_only_chr.bam.bai",.03,"2024-10-09 17:10","bai","01_Projects/DNA_Genealogy/DNA_Research/VK 157"
"VK157.final.bam.bai","01_Projects/DNA_Genealogy/DNA_Research/VK 157/VK157.final.bam.bai",2.29,"2024-10-16 16:47","bai","01_Projects/DNA_Genealogy/DNA_Research/VK 157"
"your_sample_chrY.bam.bai","01_Projects/DNA_Genealogy/DNA_Research/VK 157/your_sample_chrY.bam.bai",.03,"2024-10-09 17:43","bai","01_Projects/DNA_Genealogy/DNA_Research/VK 157"
"VK157_Y_only_hg19.bam","01_Projects/DNA_Genealogy/DNA_Research/VK 157/VK157_Y_only_hg19.bam",7.19,"2024-10-09 19:37","bam","01_Projects/DNA_Genealogy/DNA_Research/VK 157"
"VK157_chrY_only.bam","01_Projects/DNA_Genealogy/DNA_Research/VK 157/VK157_chrY_only.bam",0,"2024-10-09 16:43","bam","01_Projects/DNA_Genealogy/DNA_Research/VK 157"
"your_sample_chrY.bam","01_Projects/DNA_Genealogy/DNA_Research/VK 157/your_sample_chrY.bam",7.19,"2024-10-09 17:43","bam","01_Projects/DNA_Genealogy/DNA_Research/VK 157"
"VK157_Y_only.bam","01_Projects/DNA_Genealogy/DNA_Research/VK 157/VK157_Y_only.bam",7.19,"2024-10-09 16:47","bam","01_Projects/DNA_Genealogy/DNA_Research/VK 157"
"VK157_Y_only_chr.bam","01_Projects/DNA_Genealogy/DNA_Research/VK 157/VK157_Y_only_chr.bam",7.19,"2024-10-09 17:10","bam","01_Projects/DNA_Genealogy/DNA_Research/VK 157"
"ancient_snps.csv","01_Projects/DNA_Genealogy/DNA_Research/VK 157/ancient_snps.csv",.04,"2024-10-11 17:25","csv","01_Projects/DNA_Genealogy/DNA_Research/VK 157"
"VK157_Y_snps.tsv","01_Projects/DNA_Genealogy/DNA_Research/VK 157/VK157_Y_snps.tsv",0,"2024-10-09 17:26","tsv","01_Projects/DNA_Genealogy/DNA_Research/VK 157"
"APR_NEB_WGS.bam.bai","01_Projects/DNA_Genealogy/DNA_Research/My DNA/APR_NEB_WGS.bam.bai",8.50,"2024-10-09 18:18","bai","01_Projects/DNA_Genealogy/DNA_Research/My DNA"
"APR_ANC_autosomal.zip","01_Projects/DNA_Genealogy/DNA_Research/My DNA/APR_ANC_autosomal.zip",5.71,"2022-09-22 11:21","zip","01_Projects/DNA_Genealogy/DNA_Research/My DNA"
"APR_NEB_WGS.cram","01_Projects/DNA_Genealogy/DNA_Research/My DNA/APR_NEB_WGS.cram",37482.40,"2022-09-22 11:22","cram","01_Projects/DNA_Genealogy/DNA_Research/My DNA"
"cleaned_SNP_for_YF079056_20241010.csv","01_Projects/DNA_Genealogy/DNA_Research/My DNA/cleaned_SNP_for_YF079056_20241010.csv",.07,"2024-10-11 17:10","csv","01_Projects/DNA_Genealogy/DNA_Research/My DNA"
